Time (min),Mean Intensity (A.U.),Protein Concentration (ng per µL),Protein Concentration (nM),Number of Protein Molecules,Rate of Change of Number of Protein Molecules (PM per min)
1833.0,243.27041721344000,8.875142209641050,113.49286713096000,136191440557.15200,94344860.26064810
1836.0,244.05018520355200,8.903590188980440,113.85665203299800,136627982439.59800,79757265.70248160
1839.0,244.12521028518700,8.906327300530720,113.89165345947200,136669984151.36700,84195627.83873490
1842.0,244.95254611969000,8.936510679465390,114.27763017219200,137133156206.63000,96882735.63575750
1845.0,245.1635444164280,8.944208450164300,114.37606713765100,137251280565.18100,61509825.40951540
1848.0,245.61177349090600,8.960561021200510,114.58517929923900,137502215159.08700,107455240.1907960
1851.0,246.31518864631700,8.986223449078900,114.91334333860500,137896012006.3260,107302655.7812140
1854.0,246.76178240776100,9.002516359610960,115.1216925781450,138146031093.77400,77176455.80184940
1857.0,247.14232206344600,9.016399443297430,115.2992256176140,138359070741.137,100962405.39411400
1860.0,247.8438401222230,9.04199266012006,115.62650460511600,138751805526.13900,86001458.4309438
1863.0,248.0640368461610,9.050026013543930,115.7292329097690,138875079491.72300,75439587.40088400
1866.0,248.65235877037000,9.071489538793810,116.00370254212000,139204443050.54400,114220275.43003300
1869.0,249.28818488121000,9.09468614123707,116.30033428691900,139560401144.30300,88723952.26575730
1872.0,249.60325169563300,9.106180604129720,116.4473223034490,139736786764.1390,66823406.73603310
1875.0,250.0043601989750,9.120814093270860,116.63445132059900,139961341584.71900,96736558.03621420
1878.0,250.6400191783910,9.144004598321880,116.93100509363000,140317206112.35600,100581778.5902300
1881.0,251.08233857154800,9.160141568699640,117.13736021355000,140564832256.26000,77415799.09717820
1884.0,251.46971774101300,9.174274175768870,117.31808408911600,140781700906.93900,70859541.33043930
1887.0,251.84177088737500,9.18784764935984,117.49165792020300,140989989504.24300,95025850.7761739
1890.0,252.48815083503700,9.211429283422360,117.7932133429970,141351856011.59600,87063698.63466900
1893.0,252.77487015724200,9.221889555526000,117.92697641337600,141512371696.0510,93829556.97103880
1896.0,253.49376273155200,9.248116640198030,118.26236112785200,141914833353.42300,105504455.52177900
1899.0,253.90560698509200,9.263141797635010,118.4544986909850,142145398429.18200,66727237.84806320
1902.0,254.20890736579900,9.274206990196630,118.59599731709200,142315196780.5110,97924554.13253780
1905.0,254.9551067352300,9.301430298300830,118.94412146164700,142732945753.977,115197291.71290600
1908.0,255.44352650642400,9.319249131256370,119.17198377565700,143006380530.78800,98794300.83923850
1911.0,256.01392793655400,9.340058869928980,119.4380929658440,143325711559.01200,80279087.03146360
1914.0,256.30391216278100,9.350638254285680,119.57337921081400,143488055052.9770,64560534.7828776
1917.0,256.70585107803300,9.365302039029080,119.76089563975800,143713074767.7100,93439030.75581870
1920.0,257.3053386211400,9.3871729153112,120.04057436459300,144048689237.51200,95086270.55404660
1923.0,257.72493171691900,9.402480770815710,120.23632699252800,144283592391.03400,77723993.35440570
1926.0,258.13834023475600,9.417562996712770,120.42919433136500,144515033197.63800,90513165.19446310
1929.0,258.69500041008000,9.437871418406750,120.6888928185010,144826671382.20100,86102432.4264323
1932.0,259.06113719940200,9.451229047791510,120.85970649349800,145031647792.19700,71059798.63543700
1935.0,259.45657896995500,9.465655799673210,121.04419181167800,145253030174.01300,108397441.69003300
1938.0,260.22287940979000,9.49361244749231,121.40169370194800,145682032442.33700,99984766.22693380
1941.0,260.52815890312200,9.504749843267940,121.54411564281200,145852938771.37500,71562065.84632370
1944.0,260.9898409843450,9.521593215238220,121.75950403117900,146111404837.4150,96834795.78992210
1947.0,261.56597924232500,9.542612248421800,122.02828962176200,146433947546.1150,99540516.24015810
1950.0,262.0566596984860,9.560513557088130,122.25720661238000,146708647934.85600,89828615.34003190
1953.0,262.5287113189700,9.577735237019750,122.47743269846200,146972919238.1550,63338702.72111000
1956.0,262.73548793792700,9.58527898985208,122.57390012598600,147088680151.1830,78545666.74005130
1959.0,263.37051916122400,9.608446592715110,122.8701610321630,147444193238.595,96257092.84017440
1962.0,263.76711678504900,9.622915513152590,123.05518559018700,147666222708.22400,65182240.05981450
1965.0,264.069105386734,9.633932848578490,123.19607223246200,147835286678.9540,102560348.34854100
1968.0,264.86630034446700,9.663016609356870,123.56798733192900,148281584798.3150,120584195.42082700
1971.0,265.3614583015440,9.681081268988040,123.79899320956600,148558791851.47900,86822219.73600260
1974.0,265.79681158065800,9.696964097273640,124.00209843060900,148802518116.7310,83601930.10979210
1977.0,266.2574563026430,9.713769623660970,124.21700286011500,149060403432.1380,90526156.78145350
1980.0,266.76701951026900,9.732359824575190,124.45472921451700,149345675057.42000,94732872.6927592
1983.0,267.2727494239810,9.750810176883840,124.69066722357800,149628800668.29400,88503606.94181820
1986.0,267.7155508995060,9.766964734889440,124.89724724922600,149876696699.07100,79020571.53313190
1989.0,268.119647026062,9.78170722035329,125.08577008124400,150102924097.49300,77705840.726003
1992.0,268.548357963562,9.79734771861331,125.28577645285600,150342931743.42700,81093819.70625310
1995.0,268.98876452446000,9.813414903858440,125.49123917977500,150589487015.73000,87535577.9896698
1998.0,269.48651456832900,9.831574129607270,125.723454342804,150868145211.36500,90945980.80500290
2001.0,269.96347188949600,9.848974782353190,125.94596908380000,151135162900.5610,86581652.91792300
2004.0,270.41444754600500,9.86542755589818,126.15636260739400,151387635128.8720,97050469.48154700
2007.0,271.0036036968230,9.886921515920480,126.43122143120800,151717465717.45000,94450261.183904
2010.0,271.42671179771400,9.902357608021080,126.62861391331300,151954336695.97600,90293153.55855310
2013.0,271.9713144302370,9.92222613896187,126.8826871990010,152259224638.8010,78723455.7182312
2016.0,272.27042508125300,9.933138479206920,127.02223119190400,152426677430.28500,62833854.98951720
2019.0,272.6447319984440,9.946794176262770,127.1968564739490,152636227768.7380,75229875.60192360
2022.0,273.07669615745500,9.962553360567270,127.39838056991400,152878056683.89700,92547216.14792380
2025.0,273.63660049438500,9.98298013777661,127.6595925546880,153191511065.62600,109701027.31721500
2028.0,274.2524094581600,10.005446462248300,127.94688570650000,153536262847.80000,99210521.03215030
2031.0,274.6998825073240,10.02177145150020,128.1556451598490,153786774191.81900,69573997.10231530
2034.0,274.9980640411380,10.032649895115300,128.29475569201200,153953706830.41400,91000105.00219730
2037.0,275.6751699447630,10.05735249255600,128.6106456848600,154332774821.83200,109933496.63928700
2040.0,276.17626881599400,10.075633892301300,128.844423175208,154613307810.25000,88239748.69980370
2043.0,276.6208734512330,10.091854234297700,129.05184442835900,154862213314.03100,71619259.97331750
2046.0,276.9438433647160,10.103637022950800,129.2025194750750,155043023370.08900,79096162.99306740
2049.0,277.468581199646,10.122780834028000,129.44732524332400,155336790291.98900,101044359.17234800
2052.0,278.02677941322300,10.14314536738720,129.7077412709360,155649289525.12400,88205267.60418700
2055.0,278.4139151573180,10.15726909366120,129.88835158134500,155866021897.61400,91029336.07293700
2058.0,279.00238013267500,10.178737837791700,130.162887951301,156195465541.5610,86669034.6879781
2061.0,279.3427846431730,10.19115668622420,130.32169675478500,156386036105.74200,71459267.68964640
2064.0,279.7682399749760,10.20667841145840,130.52018428974900,156624221147.69900,79264008.06819660
2067.0,280.1922912597660,10.222148913378900,130.71801679512600,156861620154.1510,81997802.80402630
2070.0,280.6470458507540,10.238739552354800,130.93017330376900,157116207964.52300,96509383.23075870
2073.0,281.2266240119930,10.25988408222210,131.2005637112800,157440676453.53600,89278297.05395510
2076.0,281.60387992858900,10.27364736650290,131.37656478903900,157651877746.84700,82949147.35506180
2079.0,282.1156258583070,10.29231719883790,131.61530944805500,157938371337.66600,95429413.07012430
2082.0,282.626638174057,10.310960267013300,131.8537118543900,158224454225.2680,55908916.45008340
2085.0,282.71482586860700,10.314177585169900,131.89485403030600,158273824836.36700,77459667.94915260
2088.0,283.45680689811700,10.341246997181400,132.24101019413600,158689212232.96300,113257540.99449700
2091.0,283.9286558628080,10.358461283698700,132.46114173527800,158953370082.33400,93344085.39059450
2094.0,284.4572157859800,10.37774453456910,132.70773062108900,159249276745.30600,79632755.57849630
2097.0,284.7821145057680,10.389597691129900,132.8593055131710,159431166615.8050,71005140.53742470
2100.0,285.21820855140700,10.405507544519300,133.0627563237760,159675307588.53100,94879428.47207130
2103.0,285.79897832870500,10.426695547662500,133.33370265553100,160000443186.63700,77288819.68182880
2106.0,286.0465462207790,10.435727473014800,133.4492004221850,160139040506.6220,59231715.03668210
2109.0,286.4337902069090,10.449855148241900,133.62986123071400,160355833476.85700,104473893.43428500
2112.0,287.1662380695340,10.476576765347700,133.9715698893560,160765883867.22700,104269453.9060670
2115.0,287.5512909889220,10.490624504719100,134.15120850024500,160981450200.29400,82466211.80360410
2118.0,288.05006408691400,10.508821054162900,134.38390094837400,161260681138.04900,65281211.92717490
2121.0,288.2509379386900,10.516149458582700,134.4776145598810,161373137471.85700,88669983.78964740
2124.0,289.0003786087040,10.543491017824600,134.82725086732200,161792701040.78700,102238673.09522500
2127.0,289.3466739654540,10.556124779762900,134.9888079253570,161986569510.42800,84368589.4635315
2130.0,289.9045932292940,10.576479136304900,135.2490938146400,162298912577.5680,69253990.28910830
2133.0,290.088898897171,10.583203089965900,135.33507787680200,162402093452.16300,87485547.03222150
2136.0,290.84221363067600,10.610685985194500,135.68652154980100,162823825859.76100,93405595.21600340
2139.0,291.0899670124050,10.619724677695400,135.8021058528820,162962527023.4590,63656329.22642520
2142.0,291.5244460105900,10.635575609922000,136.00480319593300,163205763835.12,96039594.98736060
2145.0,292.1192648410800,10.657276159335400,136.28230382781900,163538764593.38300,104656776.716273
2148.0,292.6460978984830,10.676496409618000,136.5280870795150,163833704495.41800,88556663.33733110
2151.0,293.0683648586270,10.69190181470030,136.72508714450600,164070104573.40700,71641483.59559120
2154.0,293.4139106273650,10.704508229703900,136.88629449749300,164263553396.99100,90415261.128774
2157.0,294.0373842716220,10.72725418180170,137.17716345015000,164612596140.17900,94007190.22813420
2160.0,294.42142629623400,10.741265041083100,137.35633044863300,164827596538.36,72258139.06045530
2163.0,294.81180596351600,10.755507114174300,137.5384541454520,165046144974.5420,87566922.41788740
2166.0,295.35991883277900,10.77550370774850,137.7941650607230,165352998072.8670,87139846.24131270
2169.0,295.74572134017900,10.789578794054700,137.97415337665800,165568984051.99,89403541.29159040
2172.0,296.31809520721400,10.810460492393500,138.24118276718100,165889419320.61700,86178335.32853700
2175.0,296.6693317890170,10.823274523168100,138.405045053301,166086054063.9610,80076293.69748940
2178.0,297.1763074398040,10.84177032322930,138.6415642356680,166369877082.8020,61731661.20660910
2181.0,297.33093667030300,10.847411602699900,138.71370335933400,166456444031.20100,84201767.69834390
2184.0,298.0787341594700,10.874693214399300,139.0625730741600,166875087688.99200,79785473.46328230
2187.0,298.1860320568090,10.878607722824100,139.11263072665000,166935156871.98100,74654085.7968343
2190.0,298.8788342475890,10.903882961945900,139.43584350314400,167323012203.77300,109422509.04809100
2193.0,299.3587603569030,10.92139192386190,139.65974327189100,167591691926.2690,88184645.68441770
2196.0,299.8239471912380,10.938363158408500,139.87676673156600,167852120077.87900,77357737.38133750
2199.0,300.1878366470340,10.951638799178000,140.04653195879800,168055838350.55700,88465477.52382920
2202.0,300.7720699310300,10.972953160120300,140.3190941191850,168382912943.02200,84394706.11272690
2205.0,301.09233117103600,10.98463712926810,140.4685054893610,168562206587.2340,84028806.07354740
2208.0,301.6726429462430,11.005808423295000,140.73923814955300,168887085779.46400,87217729.02567550
2211.0,302.0270812511440,11.018739261317100,140.90459413449000,169085512961.38800,72929652.8361562
2214.0,302.4542615413670,11.034323917554000,141.10388641373400,169324663696.48100,82657348.30266320
2217.0,302.9129557609560,11.05105828450340,141.31788087600300,169581457051.20400,86470112.13506570
2220.0,303.38099908828700,11.068133731398800,141.53623697440900,169843484369.29100,85693953.79563400
2223.0,303.83137488365200,11.084564620437500,141.7463506449810,170095620773.97700,81909153.01948040
2226.0,304.25885486602800,11.100160210229400,141.94578273950700,170334939287.40800,65561865.79963680
2229.0,304.53402972221400,11.11019930996520,142.0741599739790,170488991968.77500,65514393.11702470
2232.0,304.96100091934200,11.125776337938200,142.2733547050920,170728025646.11,80223138.67308550
2235.0,305.3938157558440,11.141566557186400,142.47527566734500,170970330800.81400,101812041.83602400
2238.0,306.05216455459600,11.165584846296100,142.78241491427200,171338897897.12600,82428683.02404280
2241.0,306.27723956108100,11.173796172248800,142.88741908246500,171464902898.95800,75515334.58190920
2244.0,306.86149501800500,11.195111342117600,143.1599915871810,171791989904.61800,102663124.25935900
2247.0,307.3775246143340,11.213937453834200,143.40073470376200,172080881644.51400,69638643.59512330
2250.0,307.60784244537400,11.222340051763300,143.508184805157,172209821766.18800,84071629.36972050
2253.0,308.2785565853120,11.246809460917700,143.8210928506100,172585311420.7320,96927805.764623
2256.0,308.64665961265600,11.26023882381720,143.99282383398000,172791388600.77600,69728605.88589480
2259.0,309.02586817741400,11.274073345819100,144.1697358800400,173003683056.04800,88300479.91982520
2262.0,309.5930140018460,11.294764311465900,144.4343262335790,173321191480.295,84867386.31898500
2265.0,309.93542861938500,11.307256493869800,144.59407281163500,173512887373.96200,59311933.63719690
2268.0,310.2286856174470,11.317955277518000,144.73088590176500,173677063082.1180,63232145.01271570
2271.0,310.6131148338320,11.331980262569800,144.9102335366980,173892280244.03800,96562573.10147600
2274.0,311.2635884284970,11.355711243600700,145.21369876727300,174256438520.72700,103645924.46794600
2277.0,311.7239329814910,11.372505819036800,145.42846315903800,174514155790.84600,82118931.55605570
2280.0,312.1436924934390,11.38781974583910,145.62429342505300,174749152110.0630,78461933.29237370
2283.0,312.564843416214,11.403184434954100,145.82077282550000,174984927390.60000,85813903.51663720
2286.0,313.06339716911300,11.421372982114100,146.05336294263600,175264035531.1630,90378088.28311160
2289.0,313.5334644317630,11.43852226747280,146.2726632669160,175527195920.29900,71478866.29948430
2292.0,313.82946705818200,11.449321218837200,146.41075727413300,175692908728.9600,79994851.57422890
2295.0,314.3908038139340,11.469800254438300,146.6726375247870,176007165029.74400,83111075.02927140
2298.0,314.7202043533330,11.481817649173700,146.82631264928000,176191575179.13600,94771914.19134520
2301.0,315.40651535987900,11.506856072887100,147.14649709574300,176575796514.892,70020338.20068870
2304.0,315.4706425666810,11.509195601410100,147.17641434028300,176611697208.34000,71924695.7428894
2307.0,316.1773633956910,11.534978628922600,147.5061205744580,177007344689.34900,108341893.75727800
2310.0,316.6317894458770,11.551557281869200,147.71812380907000,177261748570.88400,63117489.808314
2313.0,316.85382080078100,11.55965756743770,147.82170802349900,177386049628.19900,70325395.79051210
2316.0,317.3854970932010,11.579054511623300,148.0697507880220,177683700945.62700,100644890.1181490
2319.0,317.932475566864,11.599009719473800,148.3249324740900,177989918968.9080,85210506.5891927
2322.0,318.29873490333600,11.612371819699700,148.49580332096800,178194963985.16200,67344872.13112390
2325.0,318.654239654541,11.625341564477100,148.66165683474600,178393988201.69500,93540961.323644
2328.0,319.3012537956240,11.648946335577300,148.9635081275860,178756209753.10400,80612530.34902450
2331.0,319.51819896698,11.656861063843600,149.06471948649100,178877663383.789,74070509.93788660
2334.0,320.0950994491580,11.677907904963000,149.33386067727600,179200632812.73100,64043763.26596580
2337.0,320.20458364486700,11.681902175280600,149.38493830282100,179261925963.3850,64644579.67271930
2340.0,320.78792333602900,11.703183935615,149.6570835756390,179588500290.76700,106273228.23299700
2343.0,321.3435597419740,11.723455007519700,149.91630444398600,179899565332.78300,94118797.74860130
2346.0,321.7966351509090,11.739984385534700,150.1276775643820,180153213077.25900,83457376.45861310
2349.0,322.2380084991460,11.756086841715000,150.33359132627900,180400309591.53400,81599624.01016740
2352.0,322.6711735725400,11.77188983852270,150.53567568443300,180642810821.3200,81766601.49643450
2355.0,323.1143364906310,11.788057582900100,150.7424243337610,180890909200.51300,67269391.90052800
2358.0,323.3921287059780,11.798192170755800,150.87202264393600,181046427172.72300,78416173.54160560
2361.0,323.9547564983370,11.81871830675490,151.13450520146900,181361406241.7630,85650240.66473390
2364.0,324.3100793361660,11.831681414855700,151.30027384726000,181560328616.71100,80853675.55967200
2367.0,324.8213002681730,11.8503320938987,151.53877357926700,181846528295.12100,82520513.96772260
2370.0,325.19448733329800,11.863946935817100,151.7128764170980,182055451700.5180,70118442.47919720
2373.0,325.57278990745500,11.877748404908100,151.88936579166300,182267238949.9960,65080554.19654340
2376.0,325.8919837474820,11.889393432507900,152.03827918808100,182445935025.69700,65596791.8126119
2379.0,326.27581906318700,11.903396750506800,152.21734975072600,182660819700.87200,86455496.59970090
2382.0,326.8185646533970,11.923197531678400,152.47055667107900,182964668005.29500,107598970.7448530
2385.0,327.42900371551500,11.945467948068000,152.75534460445100,183306413525.3410,91751347.9693095
2388.0,327.80190348625200,11.959072308734400,152.92931341092600,183515176093.1110,72501798.05419920
2391.0,328.20603680610700,11.973816151107200,153.1178535947220,183741424313.6660,76908660.0411733
2394.0,328.6261668205260,11.989143594810500,153.31385671113200,183976628053.35800,58973929.916666700
2397.0,328.8380858898160,11.996874957704600,153.4127232443050,184095267893.1660,85815038.05592350
2400.0,329.5458836555480,12.02269727469040,153.74293190141100,184491518281.6940,104493981.45321100
2403.0,329.9579930305480,12.03773210445290,153.935193151571,184722231781.88500,70520959.21733600
2406.0,330.3016872406010,12.05027096974440,154.09553669749800,184914644036.9980,66086490.1080068
2409.0,330.66627049446100,12.06357192208510,154.26562560211100,185118750722.5330,87336966.87890630
2412.0,331.2377152442930,12.084419723794000,154.53222153189300,185438665838.27100,96061151.23358150
2415.0,331.6957993507390,12.10113183221740,154.7459313582790,185695117629.9350,79424534.2527008
2418.0,332.0889422893520,12.115474716686800,154.92934420315600,185915213043.78700,77611028.83598840
2421.0,332.5275902748110,12.131477744492300,155.13398650245900,186160783802.95100,71557194.00120540
2424.0,332.85585165023800,12.14345357954130,155.28713017316200,186344556207.7950,64549055.9149119
2427.0,333.21939039230300,12.156716425355000,155.45673178203300,186548078138.4400,83180949.3010915
2430.0,333.74733781814600,12.175977330718000,155.70303491966800,186843641903.60100,76281838.21456910
2433.0,334.0369358062740,12.18654262409690,155.83814097310600,187005769167.7280,79453120.19325760
2436.0,334.5988712310790,12.207043500713600,156.10030052063400,187320360624.76100,93683557.33842470
2439.0,335.04098296165500,12.223172895016200,156.30655875979800,187567870511.75800,95647734.02005510
2442.0,335.62396931648300,12.244441764715400,156.5785391907340,187894247028.881,76350577.94712320
2445.0,335.85926508903500,12.253025970993600,156.688311649534,188025973979.4410,80873897.05381270
2448.0,336.4907298088070,12.276063458463500,156.98290867600300,188379490411.2040,100164690.80845100
2451.0,336.9327733516690,12.292190365099700,157.1891351035760,188626962124.2920,77660592.63019820
2454.0,337.3230519294740,12.306428750181900,157.37121163915400,188845453966.98500,52312538.17708840
2457.0,337.49342942237900,12.312644567526900,157.4506977944620,188940837353.35400,71760632.46536260
2460.0,338.0921416282650,12.334487157475800,157.73001480148100,189276017761.77700,73950360.00406390
2463.0,338.28598737716700,12.341559158288500,157.82044959448200,189384539513.37800,73471339.72538250
2466.0,338.8795657157900,12.363214451308400,158.09737150010800,189716845800.13000,97357818.39577740
2469.0,339.3294131755830,12.379626065281200,158.30723868646100,189968686423.75300,86334523.56874590
2472.0,339.80485010147100,12.396971250023800,158.52904411795200,190234852941.54200,93389978.61657210
2475.0,340.33031392097500,12.416141546920300,158.7741885795440,190529026295.4530,96212356.39933780
2478.0,340.83599948883100,12.434590281376000,159.0101058999480,190812127079.93800,69320349.71377060
2481.0,341.0732500553130,12.443245803658400,159.12079032811300,190944948393.73500,69812606.28399660
2484.0,341.5842113494870,12.461887010433000,159.35916893136800,191231002717.64200,73207837.41726180
2487.0,341.85785007476800,12.471870068088600,159.4868295151990,191384195418.2390,88468347.24081420
2490.0,342.5323648452760,12.496478134204200,159.80151066757200,191761812801.0870,85999523.04041040
2493.0,342.7795441150670,12.505495881597400,159.916827130401,191900192556.48100,62901615.9038798
2496.0,343.2065086364750,12.521072666022600,160.11601874709200,192139222496.5100,61773839.37260950
2499.0,343.4416010379790,12.529649452792000,160.22569632726400,192270835592.71700,78209264.72203060
2502.0,344.0447111129760,12.551652488528900,160.507065070702,192608478084.84200,101457887.61521900
2505.0,344.52896904945400,12.569319486849600,160.73298576534000,192879582918.40800,100792891.87888600
2508.0,345.1249520778660,12.591062509253500,161.0110295300960,193213235436.1160,92210124.50798040
2511.0,345.51722478866600,12.605373645532200,161.19403638788000,193432843665.45600,68916987.63263450
2514.0,345.8635652065280,12.6180090514179,161.35561446826000,193626737361.9120,67166482.51450090
2517.0,346.23707699775700,12.631635740195400,161.52986880045300,193835842560.54300,81253678.51471460
2520.0,346.73439598083500,12.649779239717200,161.7618828608330,194114259433.0000,64501605.47817990
2523.0,346.9283685684200,12.656855867937400,161.85237682784300,194222852193.4120,69269006.25010170
2526.0,347.4767818450930,12.676863421160900,162.1082278920840,194529873470.5000,88355049.03437810
2529.0,347.8753077983860,12.691402692109800,162.29415207301500,194752982487.61800,80252325.25208540
2532.0,348.3368806838990,12.708242080334500,162.50948951834400,195011387422.0130,82891686.2776591
2535.0,348.7636938095090,12.723813341444400,162.70861050440400,195250332605.28400,75587099.75253300
2538.0,349.14698028564500,12.737796636337700,162.88742501710700,195464910020.5280,66041175.27459720
2541.0,349.4714856147770,12.74963544097670,163.0388163807770,195646579656.93200,73359331.77929690
2544.0,349.93320393562300,12.766480135063500,163.25422167600300,195905066011.2040,88869106.55537920
2547.0,350.4239342212680,12.784383261639900,163.48316191355400,196179794296.2640,73342914.3286082
2550.0,350.71925163269000,12.79515721456590,163.6209362476460,196345123497.17600,75479096.06270850
2553.0,351.23287630081200,12.8138955882004,163.86055739386700,196632668872.64000,60520929.83304340
2556.0,351.36788058280900,12.81882089813070,163.92354089681200,196708249076.1740,87490841.5488332
2559.0,352.17055344581600,12.848104507246000,164.29801160161100,197157613921.93300,116125900.98672000
2562.0,352.6124520301820,12.864226125416500,164.5041704017450,197405004482.09400,83955505.93802900
2565.0,353.0703408718110,12.880931110067800,164.71778913130100,197661346957.5620,69671055.8250122
2568.0,353.3591468334200,12.891467508244000,164.85252568087000,197823030817.0440,67539857.16537980
2571.0,353.79419469833400,12.907339194219400,165.05548841712800,198066586100.5540,64055331.117396000
2574.0,354.0456554889680,12.916513142710900,165.17280233645700,198207362803.74900,55720627.4221344
2577.0,354.3913767337800,12.929125959541500,165.33409155423900,198400909865.0870,71114567.96281430
2580.0,354.80782103538500,12.944318938784400,165.52837517627100,198634050211.52500,68111420.25552370
2583.0,355.1213562488560,12.955757524861400,165.67464865551700,198809578386.62000,90514566.68414820
2586.0,355.7779047489170,12.97971013435790,165.98094800969200,199177137611.63000,77800140.9610494
2589.0,355.9551739692690,12.986177379977200,166.06364936032200,199276379232.38600,58738635.36933900
2592.0,356.4074320793150,13.002676940787300,166.27464118653900,199529569423.84600,95651982.98087060
2595.0,356.98031759262100,13.023577305322700,166.54190927522600,199850291130.27100,85970870.36223860
2598.0,357.32881903648400,13.036291551099000,166.70449553835000,200045394646.0200,58378118.83024600
2601.0,357.6059811115270,13.04640314978530,166.8337998693770,200200559843.25300,73617873.25883480
2604.0,358.1178135871890,13.065076139543200,167.07258490464400,200487101885.5730,81413470.58557130
2607.0,358.4785244464870,13.078235816784300,167.24086722230500,200689040666.76600,81833561.5595398
2610.0,358.9948592185970,13.097073062112900,167.48175271244200,200978103254.93000,61631510.30823770
2613.0,359.13905596733100,13.10233373731480,167.54902477384600,201058829728.6160,55576852.37634280
2616.0,359.59050035476700,13.118803611392100,167.75963697432300,201311564369.1880,97218981.93271890
2619.0,360.1809937953950,13.140346359250500,168.03511968351000,201642143620.212,75749983.99905900
2622.0,360.40234565734900,13.148421855135700,168.13838689431900,201766064273.18200,72552118.20793150
2625.0,360.95856618881200,13.168714237469800,168.3978802745500,202077456329.4600,63154128.75314330
2628.0,361.07919573783900,13.173115119478200,168.45415753808400,202144989045.70100,59177991.26511640
2631.0,361.59280228614800,13.191852832054400,168.6937702308750,202432524277.0500,97802313.08709720
2634.0,362.1273853778840,13.211355823895300,168.94316910352000,202731802924.2240,64976109.84562170
2637.0,362.28917932510400,13.217258491004100,169.01865078010300,202822380936.12400,64378585.82735700
2640.0,362.81735849380500,13.236527850953800,169.26506203265700,203118074439.18800,111255190.40314200
2643.0,363.4815492630010,13.26075927045170,169.57492673211900,203489912078.54300,76844147.02356470
2646.0,363.64093041420000,13.266573912440000,169.64928276777500,203579139321.32900,51654327.43053180
2649.0,364.03515100479100,13.280956112477000,169.8331983692720,203799838043.12600,84206950.98562110
2652.0,364.5434126853940,13.299498830275300,170.07031752270300,204084381027.24300,74596357.76900740
2655.0,364.834632396698,13.31012328836470,170.20618015811700,204247416189.7400,59434619.599990800
2658.0,365.1803991794590,13.322737766538900,170.36749062070300,204440988744.8430,84516324.27384950
2661.0,365.740430355072,13.343169171155800,170.62876177948600,204754514135.3830,92352831.75210570
2664.0,366.1701843738560,13.358847723754000,170.82925477946300,204995105735.35600,66814664.10986330
2667.0,366.4565119743350,13.369293704822800,170.96283510003500,205155402120.0420,65719411.03781130
2670.0,366.8745276927950,13.3845440134698,171.15785183465200,205389422201.5830,68562788.9200999
2673.0,367.19132900238000,13.396101755290500,171.30564904463600,205566778853.563,68453984.37902320
2676.0,367.60817861557000,13.411309521362000,171.50012175654700,205800146107.85700,70890062.66152950
2679.0,367.9510884284970,13.42381976979120,171.6600993579440,205992119229.53200,61548488.72834270
2682.0,368.26782035827600,13.43537498045480,171.80786420018900,206169437040.2270,66996435.09843950
2685.0,368.66911816597000,13.450015375914700,171.99508153343600,206394097840.1230,95598414.9303894
2688.0,369.29238986969000,13.472753960692600,172.28585627484100,206743027529.80900,93024479.00301110
2691.0,369.66610169410700,13.486387947204800,172.46020392845100,206952244714.14100,58855114.73491920
2694.0,369.9231655597690,13.495766310553900,172.58013184851600,207096158218.21900,53438868.72692870
2697.0,370.2388291358950,13.507282544877100,172.72739827208500,207272877926.50200,73675401.07383730
2700.0,370.7127766609190,13.524573392373800,172.94850885388500,207538210624.66200,76867505.18511460
2703.0,371.06265139579800,13.537337739404500,173.11173579801100,207734082957.61300,83950033.45446270
2706.0,371.6125054359440,13.557397855454500,173.3682590211570,208041910825.38800,88641420.09495040
2709.0,372.0126597881320,13.571996534661600,173.5549428984860,208265931478.18300,65325414.467173300
2712.0,372.31262612342800,13.582940092511100,173.69488609349300,208433863312.1920,44609884.08744300
2715.0,372.49076318740800,13.589438999339800,173.77799231892300,208533590782.7080,83113077.15739950
2718.0,373.2033848762510,13.615437305679700,174.1104514792800,208932541775.1360,97039146.33466080
2721.0,373.53077363967900,13.627381305556600,174.26318805059600,209115825660.71500,60981263.582483900
2724.0,373.8569474220280,13.63928097974040,174.4153577971920,209298429356.6310,67766720.52868140
2727.0,374.25705885887100,13.653878093283300,174.60202165324000,209522425983.88800,79722829.09859210
2730.0,374.71137142181400,13.67045260591800,174.81397194268500,209776766331.22200,66819869.64300540
2733.0,374.97319626808200,13.680004662313800,174.93612100145500,209923345201.74600,63818924.276667300
2736.0,375.39534640312200,13.695405805310200,175.13306656406900,210159679876.88200,77049899.05799360
2739.0,375.7989733219150,13.71013117284540,175.32137049674500,210385644596.09400,71929723.30909220
2742.0,376.1662483215330,13.723530327124000,175.4927151806140,210591258216.7370,69957582.60666910
2745.0,376.5487389564510,13.737484587644600,175.671158409778,210805390091.73400,64271294.00531010
2748.0,376.8550715446470,13.748660403080100,175.81407165064100,210976885980.76900,57153061.1175944
2751.0,377.1612730026250,13.759831434541600,175.95692371536600,211148308458.43900,78894348.4773
2754.0,377.7006163597110,13.779508093334700,176.20854339302700,211450252071.63300,75843149.6948293
2757.0,377.9741168022160,13.789486106072300,176.3361394638400,211603367356.6080,42750151.756729100
2760.0,378.1587882041930,13.796223402671600,176.42229415181100,211706752982.17300,51989594.9092865
